Transaction ID,Sender Account ID,Receiver Account ID,Transaction Amount,Transaction Type,Timestamp,Device Used,Category
TXN4007226772,ACC93746,ACC14994,1880.47,deposit,2025-06-27 16:41:00,mobile,sales
TXN7917915975,ACC22926,ACC14994,1007.18,deposit,2025-06-26 16:43:00,mobile,sales
TXN3598099348,ACC64441,ACC14994,1920.41,deposit,2025-06-17 20:14:00,mobile,sales
TXN6295242434,ACC80859,ACC14994,1358.28,deposit,2025-06-05 19:17:00,mobile,sales
TXN9651347445,ACC65019,ACC14994,1918.14,deposit,2025-06-03 18:27:00,mobile,sales
TXN2865946849,ACC24795,ACC14994,1533.6,deposit,2025-06-25 20:49:00,mobile,sales
TXN2453666718,ACC10665,ACC14994,1319.49,deposit,2025-06-04 19:47:00,mobile,sales
TXN8718420000,ACC28290,ACC14994,1832.48,deposit,2025-06-28 19:57:00,mobile,sales
TXN3966221420,ACC10997,ACC14994,1136.74,deposit,2025-06-25 16:05:00,mobile,sales
TXN4096098951,ACC69506,ACC14994,1063.51,deposit,2025-06-11 21:43:00,mobile,sales
TXN9356717986,ACC66771,ACC14994,1069.62,deposit,2025-06-13 19:35:00,mobile,sales
TXN9115335579,ACC59254,ACC14994,1087.07,deposit,2025-06-14 17:54:00,mobile,sales
TXN2537751244,ACC74683,ACC14994,1670.77,deposit,2025-06-23 20:18:00,mobile,sales
TXN6272016122,ACC54879,ACC14994,1745.44,deposit,2025-06-01 20:36:00,mobile,sales
TXN6944444287,ACC41632,ACC14994,1471.99,deposit,2025-06-23 20:38:00,mobile,sales
TXN8461711503,ACC34353,ACC14994,1405.12,deposit,2025-06-22 21:58:00,mobile,sales
TXN3504858819,ACC71987,ACC14994,1424.14,deposit,2025-06-30 20:09:00,mobile,sales
TXN2198042429,ACC39147,ACC14994,1562.29,deposit,2025-06-09 20:51:00,mobile,sales
TXN8052504303,ACC80142,ACC14994,1245.85,deposit,2025-06-11 19:14:00,mobile,sales
TXN6516673141,ACC47673,ACC14994,1865.82,deposit,2025-06-21 16:03:00,mobile,sales
TXN7681659226,ACC77013,ACC14994,1569.1,deposit,2025-06-11 21:13:00,mobile,sales
TXN2800306528,ACC82787,ACC14994,1160.0,deposit,2025-06-17 20:38:00,mobile,sales
TXN9530778459,ACC35095,ACC14994,1473.36,deposit,2025-06-01 16:55:00,mobile,sales
TXN5992403054,ACC10380,ACC14994,1438.76,deposit,2025-06-10 16:33:00,mobile,sales
TXN2361034184,ACC47044,ACC14994,1375.08,deposit,2025-06-23 17:22:00,mobile,sales
TXN5020708259,ACC96272,ACC14994,1749.56,deposit,2025-06-19 17:38:00,mobile,sales
TXN7292705975,ACC52285,ACC14994,1159.7,deposit,2025-06-09 18:06:00,mobile,sales
TXN5031130782,ACC71754,ACC14994,1528.86,deposit,2025-06-18 17:24:00,mobile,sales
TXN4873902473,ACC65694,ACC14994,1271.3,deposit,2025-06-26 17:11:00,mobile,sales
TXN1431943169,ACC48538,ACC14994,1463.62,deposit,2025-06-18 20:29:00,mobile,sales
TXN3981544191,ACC12797,ACC14994,1896.56,deposit,2025-06-20 19:39:00,mobile,sales
TXN8843024494,ACC10232,ACC14994,1818.59,deposit,2025-06-26 18:13:00,mobile,sales
TXN6466128377,ACC38465,ACC14994,1109.52,deposit,2025-06-09 16:57:00,mobile,sales
TXN7106271997,ACC82722,ACC14994,1844.48,deposit,2025-06-10 20:27:00,mobile,sales
TXN9596507688,ACC60759,ACC14994,1509.86,deposit,2025-06-30 19:42:00,mobile,sales
TXN3742154873,ACC35670,ACC14994,1259.8,deposit,2025-06-19 18:16:00,mobile,sales
TXN4057342618,ACC27287,ACC14994,1280.9,deposit,2025-06-15 17:02:00,mobile,sales
TXN5828193423,ACC14994,ACC14994,19426.09,transfer,2025-06-27 15:09:00,desktop,internal
TXN8256009510,ACC47741,ACC14994,1906.07,deposit,2025-06-12 21:57:00,mobile,sales
TXN1229358913,ACC46205,ACC14994,1765.05,deposit,2025-06-19 21:14:00,mobile,sales
TXN6607182539,ACC44566,ACC14994,1162.23,deposit,2025-06-28 16:12:00,mobile,sales
TXN4316831333,ACC41054,ACC14994,1956.59,deposit,2025-06-20 19:30:00,mobile,sales
TXN2874752351,ACC78494,ACC14994,1475.43,deposit,2025-06-19 16:50:00,mobile,sales
TXN4741466947,ACC58761,ACC14994,1953.62,deposit,2025-06-30 16:47:00,mobile,sales
TXN1784164046,ACC79752,ACC14994,1463.32,deposit,2025-06-26 21:05:00,mobile,sales
TXN7893814974,ACC96031,ACC14994,1542.37,deposit,2025-06-13 16:21:00,mobile,sales
TXN6236445972,ACC73997,ACC14994,1923.83,deposit,2025-06-25 19:25:00,mobile,sales
TXN7154391492,ACC86355,ACC14994,1067.97,deposit,2025-06-30 19:35:00,mobile,sales
TXN7179906975,ACC61452,ACC14994,1866.35,deposit,2025-06-10 20:48:00,mobile,sales
TXN4333859092,ACC34969,ACC14994,1475.68,deposit,2025-06-05 20:45:00,mobile,sales
TXN6546399954,ACC96917,ACC14994,1431.14,deposit,2025-06-17 17:04:00,mobile,sales
TXN3888571907,ACC94410,ACC14994,1750.76,deposit,2025-06-30 18:33:00,mobile,sales
TXN6363704856,ACC50551,ACC14994,1764.88,deposit,2025-06-01 16:21:00,mobile,sales
TXN8421020520,ACC89577,ACC14994,1070.35,deposit,2025-06-17 18:36:00,mobile,sales
TXN7122851393,ACC50882,ACC14994,1861.77,deposit,2025-06-03 20:00:00,mobile,sales
TXN4459659862,ACC54413,ACC14994,1472.8,deposit,2025-06-10 16:42:00,mobile,sales
TXN3495628330,ACC53180,ACC14994,1050.23,deposit,2025-06-17 21:57:00,mobile,sales
TXN5263516969,ACC88513,ACC14994,1850.24,deposit,2025-06-17 18:40:00,mobile,sales
TXN1903877152,ACC14994,ACC14994,11774.9,transfer,2025-06-28 16:57:00,desktop,internal
TXN4833957518,ACC79291,ACC14994,1730.46,deposit,2025-06-14 17:24:00,mobile,sales
TXN8398643138,ACC88782,ACC14994,1768.64,deposit,2025-06-22 17:44:00,mobile,sales
TXN3065452837,ACC98511,ACC14994,1713.12,deposit,2025-06-21 20:59:00,mobile,sales
TXN2961322251,ACC14994,ACC14994,14891.73,transfer,2025-06-04 19:38:00,desktop,internal
TXN3722345033,ACC27578,ACC14994,1256.07,deposit,2025-06-25 19:06:00,mobile,sales
TXN2238923702,ACC14994,ACC93003,2662.68,withdrawal,2025-06-06 01:55:00,desktop,misc
TXN6582335865,ACC78513,ACC14994,1046.33,deposit,2025-06-13 19:37:00,mobile,sales
TXN4649704767,ACC85497,ACC14994,1858.58,deposit,2025-06-18 20:02:00,mobile,sales
TXN3264057471,ACC70406,ACC14994,1703.24,deposit,2025-06-06 21:36:00,mobile,sales
TXN3669866900,ACC10802,ACC14994,1981.88,deposit,2025-06-19 17:23:00,mobile,sales
TXN4237814664,ACC79991,ACC14994,1968.21,deposit,2025-06-16 17:43:00,mobile,sales
TXN2629147163,ACC12705,ACC14994,1412.81,deposit,2025-06-18 21:54:00,mobile,sales
TXN8628071210,ACC45935,ACC14994,1652.22,deposit,2025-06-06 16:37:00,mobile,sales
TXN7773651723,ACC50701,ACC14994,1001.84,deposit,2025-06-16 16:49:00,mobile,sales
TXN7945643166,ACC77696,ACC14994,1706.13,deposit,2025-06-19 17:34:00,mobile,sales
TXN4465582444,ACC99263,ACC14994,1613.11,deposit,2025-06-02 20:33:00,mobile,sales
TXN8498633012,ACC93636,ACC14994,1459.97,deposit,2025-06-26 16:33:00,mobile,sales
TXN8063755789,ACC14994,ACC74787,4367.33,withdrawal,2025-06-03 07:02:00,desktop,misc
TXN8321943053,ACC81191,ACC14994,1319.02,deposit,2025-06-05 16:41:00,mobile,sales
TXN4787647708,ACC14994,ACC27903,4718.06,withdrawal,2025-06-17 23:46:00,desktop,misc
TXN6199711315,ACC24465,ACC14994,1481.08,deposit,2025-06-04 17:41:00,mobile,sales
TXN6237962860,ACC38713,ACC14994,1748.49,deposit,2025-06-18 17:49:00,mobile,sales
TXN4176923614,ACC63627,ACC14994,1966.05,deposit,2025-06-29 18:46:00,mobile,sales
TXN3677890894,ACC50495,ACC14994,1078.25,deposit,2025-06-08 17:33:00,mobile,sales
TXN2437006569,ACC36076,ACC14994,1788.39,deposit,2025-06-20 20:46:00,mobile,sales
TXN9675298726,ACC99484,ACC14994,1616.48,deposit,2025-06-08 20:23:00,mobile,sales
TXN6123508009,ACC81920,ACC14994,1878.19,deposit,2025-06-05 20:32:00,mobile,sales
TXN9588750492,ACC32287,ACC14994,1271.02,deposit,2025-06-06 16:56:00,mobile,sales
TXN4554317305,ACC85205,ACC14994,1993.56,deposit,2025-06-18 19:22:00,mobile,sales
TXN6075063624,ACC27911,ACC14994,1404.37,deposit,2025-06-27 18:58:00,mobile,sales
TXN5872308293,ACC76835,ACC14994,1724.34,deposit,2025-06-03 19:28:00,mobile,sales
TXN3435282783,ACC97736,ACC14994,1317.82,deposit,2025-06-21 19:18:00,mobile,sales
TXN5128310772,ACC14994,ACC97504,2371.0,withdrawal,2025-06-23 07:11:00,desktop,misc
TXN5142173909,ACC15054,ACC14994,1057.61,deposit,2025-06-25 20:18:00,mobile,sales
TXN6934100871,ACC23936,ACC14994,1756.44,deposit,2025-06-15 18:16:00,mobile,sales
TXN8612597389,ACC30853,ACC14994,1962.94,deposit,2025-06-12 16:07:00,mobile,sales
TXN5439663118,ACC56729,ACC14994,1928.23,deposit,2025-06-25 17:03:00,mobile,sales
TXN9708420568,ACC57357,ACC14994,1785.71,deposit,2025-06-30 18:22:00,mobile,sales
TXN3631932406,ACC89107,ACC14994,1423.41,deposit,2025-06-25 20:51:00,mobile,sales
TXN4252323806,ACC81064,ACC14994,1645.69,deposit,2025-06-07 21:44:00,mobile,sales
TXN6878538010,ACC17066,ACC14994,1067.99,deposit,2025-06-25 21:01:00,mobile,sales
TXN8841330638,ACC93780,ACC14994,1773.36,deposit,2025-06-25 17:53:00,mobile,sales
TXN1349003516,ACC18623,ACC14994,1151.91,deposit,2025-06-03 19:27:00,mobile,sales
TXN1747584028,ACC64816,ACC14994,1747.91,deposit,2025-06-12 17:29:00,mobile,sales
TXN5006326015,ACC32081,ACC14994,1865.5,deposit,2025-06-22 18:19:00,mobile,sales
TXN3796940631,ACC42671,ACC14994,1570.92,deposit,2025-06-11 21:49:00,mobile,sales
TXN1865122808,ACC83254,ACC14994,1912.27,deposit,2025-06-11 16:44:00,mobile,sales
TXN4118410315,ACC81122,ACC14994,1289.57,deposit,2025-06-19 21:54:00,mobile,sales
TXN2610094522,ACC67435,ACC14994,1912.77,deposit,2025-06-30 16:56:00,mobile,sales
TXN8475358382,ACC52463,ACC14994,1291.15,deposit,2025-06-20 20:21:00,mobile,sales
TXN8010823020,ACC83279,ACC14994,1659.38,deposit,2025-06-19 19:40:00,mobile,sales
TXN3713181195,ACC73103,ACC14994,1046.31,deposit,2025-06-30 21:04:00,mobile,sales
TXN7647654386,ACC88478,ACC14994,1426.08,deposit,2025-06-09 17:01:00,mobile,sales
TXN2182847674,ACC35261,ACC14994,1983.01,deposit,2025-06-12 17:49:00,mobile,sales
TXN4046075510,ACC14994,ACCOWNER001,10000.0,withdrawal,2025-06-21 11:00:00,desktop,rent
TXN2896967782,ACC30023,ACC14994,1061.55,deposit,2025-06-17 19:48:00,mobile,sales
TXN1869396330,ACC75634,ACC14994,1507.7,deposit,2025-06-05 20:16:00,mobile,sales
TXN1088819939,ACC60426,ACC14994,1958.48,deposit,2025-06-10 19:20:00,mobile,sales
TXN7095832495,ACC93094,ACC14994,1208.95,deposit,2025-06-01 19:24:00,mobile,sales
TXN6854099203,ACC69047,ACC14994,1616.16,deposit,2025-06-01 20:17:00,mobile,sales
TXN7913590674,ACC95625,ACC14994,1817.32,deposit,2025-06-04 20:03:00,mobile,sales
TXN6878080537,ACC57277,ACC14994,1613.26,deposit,2025-06-29 21:36:00,mobile,sales
TXN4533057185,ACC95030,ACC14994,1627.33,deposit,2025-06-03 21:19:00,mobile,sales
TXN4825581810,ACC53025,ACC14994,1679.45,deposit,2025-06-17 20:28:00,mobile,sales
TXN1580161051,ACC53035,ACC14994,1020.26,deposit,2025-06-19 20:43:00,mobile,sales
TXN2415160595,ACC85244,ACC14994,1360.24,deposit,2025-06-14 17:02:00,mobile,sales
TXN8168443584,ACC25287,ACC14994,1010.35,deposit,2025-06-11 16:43:00,mobile,sales
TXN6405377652,ACC92775,ACC14994,1901.48,deposit,2025-06-29 17:34:00,mobile,sales
TXN6263660278,ACC86408,ACC14994,1577.9,deposit,2025-06-15 18:40:00,mobile,sales
TXN8882083880,ACC61731,ACC14994,1413.63,deposit,2025-06-24 19:31:00,mobile,sales
TXN9056917091,ACC26471,ACC14994,1643.5,deposit,2025-06-21 21:23:00,mobile,sales
TXN4064475982,ACC55385,ACC14994,1759.48,deposit,2025-06-28 17:38:00,mobile,sales
TXN3979802016,ACC62715,ACC14994,1381.13,deposit,2025-06-03 17:16:00,mobile,sales
TXN9087244786,ACC63063,ACC14994,1802.57,deposit,2025-06-26 19:37:00,mobile,sales
TXN8701136827,ACC14994,ACC14994,16355.77,transfer,2025-06-14 23:35:00,desktop,internal
TXN4585862577,ACC97072,ACC14994,1187.2,deposit,2025-06-10 18:47:00,mobile,sales
TXN6447473864,ACC14994,ACC14994,11454.4,transfer,2025-06-09 15:17:00,desktop,internal
TXN7372115510,ACC94797,ACC14994,1105.51,deposit,2025-06-28 20:55:00,mobile,sales
TXN2795091768,ACC14994,ACC14994,11652.12,transfer,2025-06-08 12:19:00,desktop,internal
TXN2284008976,ACC46043,ACC14994,1700.81,deposit,2025-06-03 18:20:00,mobile,sales
TXN5491398855,ACC91936,ACC14994,1041.62,deposit,2025-06-13 20:59:00,mobile,sales
TXN4941021490,ACC77877,ACC14994,1456.28,deposit,2025-06-27 18:36:00,mobile,sales
TXN7538339271,ACC14049,ACC14994,1861.63,deposit,2025-06-02 18:47:00,mobile,sales
TXN4041532929,ACC16396,ACC14994,1945.34,deposit,2025-06-03 21:37:00,mobile,sales
TXN3274990386,ACC77464,ACC14994,1595.19,deposit,2025-06-23 18:57:00,mobile,sales
TXN4554137240,ACC34485,ACC14994,1866.5,deposit,2025-06-04 20:22:00,mobile,sales
TXN2592490195,ACC19838,ACC14994,1771.25,deposit,2025-06-15 17:39:00,mobile,sales
TXN6577696426,ACC14994,ACC14994,15410.81,transfer,2025-06-27 01:46:00,desktop,internal
TXN3736216365,ACC76164,ACC14994,1233.87,deposit,2025-06-05 19:29:00,mobile,sales
TXN6127177093,ACC14840,ACC14994,1243.23,deposit,2025-06-29 18:05:00,mobile,sales
TXN5758559236,ACC96479,ACC14994,1397.32,deposit,2025-06-09 16:42:00,mobile,sales
TXN4116857609,ACC46858,ACC14994,1322.24,deposit,2025-06-15 16:39:00,mobile,sales
TXN7681760483,ACC74226,ACC14994,1755.14,deposit,2025-06-07 20:16:00,mobile,sales
TXN4144686172,ACC73302,ACC14994,1870.72,deposit,2025-06-10 18:08:00,mobile,sales
TXN9703255231,ACC10962,ACC14994,1229.8,deposit,2025-06-16 17:22:00,mobile,sales
TXN3762169073,ACC32405,ACC14994,1846.14,deposit,2025-06-01 17:45:00,mobile,sales
TXN4294953087,ACC14994,ACC14994,10109.9,transfer,2025-06-07 09:54:00,desktop,internal
TXN5126534017,ACC29618,ACC14994,1561.49,deposit,2025-06-07 18:15:00,mobile,sales
TXN3136874796,ACC92416,ACC14994,1573.47,deposit,2025-06-07 17:02:00,mobile,sales
TXN2261077390,ACC19099,ACC14994,1458.41,deposit,2025-06-01 19:43:00,mobile,sales
TXN8067831549,ACC85060,ACC14994,1393.65,deposit,2025-06-22 20:05:00,mobile,sales
TXN3385135228,ACC14529,ACC14994,1560.4,deposit,2025-06-21 16:31:00,mobile,sales
TXN3749408864,ACC46752,ACC14994,1505.39,deposit,2025-06-17 17:24:00,mobile,sales
TXN4787251118,ACC48499,ACC14994,1394.11,deposit,2025-06-07 19:29:00,mobile,sales
TXN5226096422,ACC98457,ACC14994,1780.71,deposit,2025-06-07 18:57:00,mobile,sales
TXN6618589721,ACC52086,ACC14994,1259.18,deposit,2025-06-27 20:12:00,mobile,sales
TXN9675492869,ACC72309,ACC14994,1812.34,deposit,2025-06-05 17:36:00,mobile,sales
TXN9218301187,ACC94272,ACC14994,1085.82,deposit,2025-06-11 20:52:00,mobile,sales
TXN3326381222,ACC93567,ACC14994,1768.26,deposit,2025-06-09 20:58:00,mobile,sales
TXN3978520946,ACC25515,ACC14994,1552.72,deposit,2025-06-21 18:22:00,mobile,sales
TXN5257966599,ACC61471,ACC14994,1641.3,deposit,2025-06-19 17:55:00,mobile,sales
TXN6460756388,ACC34337,ACC14994,1014.01,deposit,2025-06-06 18:20:00,mobile,sales
TXN9131727365,ACC97208,ACC14994,1011.86,deposit,2025-06-24 18:35:00,mobile,sales
TXN9514159545,ACC14994,ACC14994,16896.56,transfer,2025-06-16 17:32:00,desktop,internal
TXN5069022984,ACC55844,ACC14994,1463.23,deposit,2025-06-02 18:20:00,mobile,sales
TXN4716772627,ACC71670,ACC14994,1893.76,deposit,2025-06-17 20:14:00,mobile,sales
TXN8533596181,ACC14975,ACC14994,1596.9,deposit,2025-06-10 16:59:00,mobile,sales
TXN1946091514,ACC54824,ACC14994,1219.36,deposit,2025-06-01 20:40:00,mobile,sales
TXN3089459693,ACC14642,ACC14994,1031.96,deposit,2025-06-25 19:55:00,mobile,sales
TXN3913807178,ACC23981,ACC14994,1972.5,deposit,2025-06-17 19:00:00,mobile,sales
TXN5626340497,ACC92772,ACC14994,1177.73,deposit,2025-06-19 21:21:00,mobile,sales
TXN1188835085,ACC52363,ACC14994,1617.42,deposit,2025-06-03 21:47:00,mobile,sales
TXN5174946575,ACC14994,ACC14994,10794.13,transfer,2025-06-29 09:53:00,desktop,internal
TXN8081629247,ACC26486,ACC14994,1882.84,deposit,2025-06-16 20:06:00,mobile,sales
TXN9358736496,ACC45022,ACC14994,1336.03,deposit,2025-06-20 17:39:00,mobile,sales
TXN8947599041,ACC66949,ACC14994,1778.67,deposit,2025-06-12 19:34:00,mobile,sales
TXN7987886075,ACC14994,ACC14994,11269.26,transfer,2025-06-19 09:43:00,desktop,internal
TXN6078336428,ACC43173,ACC14994,1573.74,deposit,2025-06-28 19:09:00,mobile,sales
TXN1878142566,ACC21598,ACC14994,1681.84,deposit,2025-06-24 21:56:00,mobile,sales
TXN8139792235,ACC92835,ACC14994,1097.53,deposit,2025-06-22 21:10:00,mobile,sales
TXN1271767934,ACC65146,ACC14994,1815.8,deposit,2025-06-24 16:40:00,mobile,sales
TXN6754959429,ACC36952,ACC14994,1549.83,deposit,2025-06-07 20:33:00,mobile,sales
TXN7374146456,ACC81622,ACC14994,1386.34,deposit,2025-06-19 21:22:00,mobile,sales
TXN3793833331,ACC62636,ACC14994,1470.45,deposit,2025-06-07 18:26:00,mobile,sales
TXN6722357872,ACC55638,ACC14994,1673.34,deposit,2025-06-21 20:18:00,mobile,sales
TXN4870771031,ACC14164,ACC14994,1217.44,deposit,2025-06-06 18:02:00,mobile,sales
TXN3990510739,ACC88996,ACC14994,1014.32,deposit,2025-06-28 18:27:00,mobile,sales
TXN5881241763,ACC77394,ACC14994,1419.76,deposit,2025-06-21 20:43:00,mobile,sales
TXN3771917450,ACC45714,ACC14994,1484.45,deposit,2025-06-19 17:25:00,mobile,sales
TXN7660781941,ACC54286,ACC14994,1118.61,deposit,2025-06-20 16:06:00,mobile,sales
TXN1593414128,ACC50650,ACC14994,1676.19,deposit,2025-06-08 16:27:00,mobile,sales
TXN9091834653,ACC35605,ACC14994,1204.84,deposit,2025-06-24 20:28:00,mobile,sales
TXN6103191963,ACC91316,ACC14994,1349.65,deposit,2025-06-23 18:55:00,mobile,sales
TXN8475303604,ACC74057,ACC14994,1184.39,deposit,2025-06-09 21:38:00,mobile,sales
TXN7066198375,ACC19454,ACC14994,1923.11,deposit,2025-06-06 18:31:00,mobile,sales
TXN4244463110,ACC84979,ACC14994,1450.43,deposit,2025-06-17 16:01:00,mobile,sales
TXN2848754117,ACC85086,ACC14994,1780.85,deposit,2025-06-15 17:40:00,mobile,sales
TXN3486771174,ACC82349,ACC14994,1189.16,deposit,2025-06-15 21:41:00,mobile,sales
TXN3122240904,ACC75032,ACC14994,1712.3,deposit,2025-06-05 16:45:00,mobile,sales
TXN1566726782,ACC99560,ACC14994,1997.14,deposit,2025-06-14 18:50:00,mobile,sales
TXN8483761911,ACC10609,ACC14994,1589.57,deposit,2025-06-14 16:19:00,mobile,sales
TXN8353812280,ACC60355,ACC14994,1301.69,deposit,2025-06-18 17:27:00,mobile,sales
TXN1415335348,ACC39481,ACC14994,1955.84,deposit,2025-06-06 21:09:00,mobile,sales
TXN4486533166,ACC31473,ACC14994,1165.9,deposit,2025-06-09 18:11:00,mobile,sales
TXN1621769525,ACC14994,ACC14994,14890.66,transfer,2025-06-19 15:57:00,desktop,internal
TXN9822003464,ACC19651,ACC14994,1275.93,deposit,2025-06-05 18:03:00,mobile,sales
TXN7714410304,ACC78330,ACC14994,1456.48,deposit,2025-06-03 19:40:00,mobile,sales
TXN5562357317,ACC23448,ACC14994,1134.77,deposit,2025-06-01 16:40:00,mobile,sales
TXN4546805518,ACC66835,ACC14994,1128.32,deposit,2025-06-21 21:25:00,mobile,sales
TXN3093808156,ACC49377,ACC14994,1517.48,deposit,2025-06-20 20:24:00,mobile,sales
TXN7334797874,ACC95944,ACC14994,1582.6,deposit,2025-06-23 21:29:00,mobile,sales
TXN3992758002,ACC50885,ACC14994,1084.59,deposit,2025-06-28 19:42:00,mobile,sales
TXN8575816538,ACC10046,ACC14994,1144.66,deposit,2025-06-10 16:15:00,mobile,sales
TXN7027548252,ACC33183,ACC14994,1017.13,deposit,2025-06-19 16:41:00,mobile,sales
TXN8146043832,ACC58021,ACC14994,1212.69,deposit,2025-06-11 16:22:00,mobile,sales
TXN6833813195,ACC14994,ACC14994,16050.92,transfer,2025-06-04 10:11:00,desktop,internal
TXN9271097581,ACC71628,ACC14994,1063.33,deposit,2025-06-27 19:24:00,mobile,sales
TXN9463717460,ACC59726,ACC14994,1063.25,deposit,2025-06-15 19:05:00,mobile,sales
TXN8173723218,ACC73685,ACC14994,1549.33,deposit,2025-06-25 21:30:00,mobile,sales
TXN9050081682,ACC31488,ACC14994,1593.96,deposit,2025-06-24 18:50:00,mobile,sales
TXN7097354134,ACC14994,ACC14994,16005.82,transfer,2025-06-14 17:42:00,desktop,internal
TXN8810179386,ACC46171,ACC14994,1975.11,deposit,2025-06-27 16:32:00,mobile,sales
TXN2220107802,ACC38611,ACC14994,1575.46,deposit,2025-06-04 18:03:00,mobile,sales
TXN7376061803,ACC25222,ACC14994,1084.96,deposit,2025-06-23 18:33:00,mobile,sales
TXN7784953795,ACC43352,ACC14994,1916.65,deposit,2025-06-11 16:01:00,mobile,sales
TXN5403523778,ACC21634,ACC14994,1287.07,deposit,2025-06-20 17:19:00,mobile,sales
TXN1048861897,ACC81916,ACC14994,1812.4,deposit,2025-06-07 20:30:00,mobile,sales
TXN8833892910,ACC36789,ACC14994,1995.95,deposit,2025-06-12 17:53:00,mobile,sales
TXN4212541017,ACC54686,ACC14994,1387.34,deposit,2025-06-24 19:44:00,mobile,sales
TXN9674925095,ACC14994,ACC14994,16189.56,transfer,2025-06-12 17:06:00,desktop,internal
TXN7883121101,ACC39215,ACC14994,1317.84,deposit,2025-06-11 17:26:00,mobile,sales
TXN7581962371,ACC59558,ACC14994,1266.24,deposit,2025-06-29 19:27:00,mobile,sales
TXN8024908223,ACC14994,ACC14994,16339.42,transfer,2025-06-15 08:14:00,desktop,internal
TXN2592227132,ACC34179,ACC14994,1177.81,deposit,2025-06-30 20:27:00,mobile,sales
TXN4515473913,ACC56600,ACC14994,1606.43,deposit,2025-06-26 17:05:00,mobile,sales
TXN8510347448,ACC68217,ACC14994,1387.56,deposit,2025-06-03 20:31:00,mobile,sales
TXN8999128413,ACC77565,ACC14994,1202.69,deposit,2025-06-02 17:22:00,mobile,sales
TXN4753461673,ACC86634,ACC14994,1176.7,deposit,2025-06-09 19:36:00,mobile,sales
TXN8755672995,ACC70619,ACC14994,1606.23,deposit,2025-06-29 20:45:00,mobile,sales
TXN1708885022,ACC22451,ACC14994,1802.9,deposit,2025-06-25 21:09:00,mobile,sales
TXN5572360801,ACC47645,ACC14994,1118.39,deposit,2025-06-09 18:36:00,mobile,sales
TXN4036465025,ACC22388,ACC14994,1490.37,deposit,2025-06-20 16:16:00,mobile,sales
